,Region_name,Importace
764,FS_L_Transversetemporal_GausCurv,0.203874926868601
822,FS_L_Precentral_FoldInd,0.2036797777843954
426,FS_R_Bankssts_Area,0.2033424288756332
453,FS_R_Superiorparietal_Area,0.20296957709947822
914,FS_R_Medialorbitofrontal_CurvInd,0.20198882669800786
445,FS_R_Pericalcarine_Area,0.2016336689357042
348,FS_L_Rostralanteriorcingulate_Thck,0.2012346556413947
759,FS_L_Superiorparietal_GausCurv,0.20097683510261782
765,FS_L_Insula_GausCurv,0.2008565570016132
239,FS_L_VentDC_Max,0.20053995108492784
292,FS_WM_Hypointens_Min,0.20051852046379992
372,FS_R_Parahippocampal_Thck,0.19992021402436996
307,FS_OpticChiasm_Min,0.19973026847819247
738,FS_L_Inferiorparietal_GausCurv,0.1995535232156435
267,FS_R_Pallidum_Range,0.19930822159445993
114,FS_L_Cerebellum_Cort_Std,0.1974999147276116
202,FS_L_Cerebellum_Cort_Min,0.1971131930102079
226,FS_L_Hippo_Min,0.19692845757495508
747,FS_L_Paracentral_GausCurv,0.1968408214719086
225,FS_L_Hippo_Range,0.1964324088388988
334,FS_L_Lateralorbitofrontal_Thck,0.19585911649180576
780,FS_R_Parahippocampal_GausCurv,0.1955774326299409
254,FS_R_Cerebellum_WM_Max,0.19534965483670827
655,FS_R_Rostralmiddlefrontal_ThckStd,0.19514924195870265
371,FS_R_Middletemporal_Thck,0.19416802034143138
795,FS_R_Supramarginal_GausCurv,0.19380635348990283
409,FS_L_Parsorbitalis_Area,0.1934098144595379
903,FS_R_Caudalanteriorcingulate_CurvInd,0.19288184396114647
215,FS_L_Pallidum_Max,0.19280771929607446
360,FS_R_Caudalmiddlefrontal_Thck,0.19270500086699735
940,Release_S1200,0.19265255968014922
590,FS_R_Superiortemporal_GrayVol,0.1923342343157154
596,FS_L_Bankssts_ThckStd,0.19056600860656303
913,FS_R_Lingual_CurvInd,0.18824205083381162
232,FS_CSF_Min,0.18796722496086343
457,FS_R_Temporalpole_Area,0.18792498581369596
473,FS_L_Middletemporal_NumVert,0.18762447195897308
933,FS_R_Temporalpole_CurvInd,0.1871331055166893
287,FS_R_ChoroidPlexus_Max,0.18635287784716914
633,FS_R_Cuneus_ThckStd,0.1861059052503368
679,FS_L_Paracentral_MeanCurv,0.18602438716066713
161,FS_R_Amygdala_Mean,0.185528761410729
397,FS_L_Fusiform_Area,0.18548031311314908
22,FS_L_LatVent_Vol,0.18507079662563333
66,FS_L_LatVent_Vox,0.18506106798493166
204,FS_L_ThalamusProper_Range,0.18444239948081445
